master_position,instance_id,instance_text,chunk_id
01:01:01:040,spa:01:01:01:050,los misterios,spa_chk_00196
01:01:01:041,spa:01:01:01:051,de,spa_chk_00066
01:01:01:042,spa:01:01:01:052,Dios,spa_chk_00085
00:00:00:002,spa:01:01:01:053,",",spa_chk_00004
01:01:01:044,spa:01:01:01:054,escribo,spa_chk_00115
00:00:00:002,spa:01:01:01:055,",",spa_chk_00004
01:01:01:043,spa:01:01:01:056,por tanto,spa_chk_00245
00:00:00:002,spa:01:01:01:057,",",spa_chk_00004
01:01:01:045,spa:01:01:01:058,la historia,spa_chk_00162
01:01:01:046,spa:01:01:01:059,de,spa_chk_00066
01:01:01:047,spa:01:01:01:060,los hechos,spa_chk_00194
01:01:01:048,spa:01:01:01:061,de,spa_chk_00066
01:01:01:049,spa:01:01:01:062,mi vida,spa_chk_00208
00:00:00:002,spa:01:01:01:063,.,spa_chk_00005
01:01:02:001,spa:01:01:02:001,Sí,spa_chk_00281
00:00:00:002,spa:01:01:02:002,",",spa_chk_00004
01:01:02:002,spa:01:01:02:003,hago,spa_chk_00139
01:01:02:003,spa:01:01:02:004,la relación,spa_chk_00164
01:01:02:004,spa:01:01:02:005,en,spa_chk_00106
01:01:02:005,spa:01:01:02:006,el lenguaje,spa_chk_00098
01:01:02:006,spa:01:01:02:007,de,spa_chk_00066
01:01:02:007,spa:01:01:02:008,mi padre,spa_chk_00206
00:00:00:002,spa:01:01:02:009,",",spa_chk_00004
01:01:02:008,spa:01:01:02:010,que,spa_chk_00257
01:01:02:009,spa:01:01:02:011,se compone,spa_chk_00268
01:01:02:010,spa:01:01:02:012,de,spa_chk_00066
01:01:02:011,spa:01:01:02:013,la ciencia,spa_chk_00157
01:01:02:012,spa:01:01:02:014,de,spa_chk_00066
01:01:02:013,spa:01:01:02:015,los judíos,spa_chk_00195
01:01:02:014,spa:01:01:02:016,y,spa_chk_00337
01:01:02:015,spa:01:01:02:017,el idioma,spa_chk_00097
01:01:02:016,spa:01:01:02:018,de,spa_chk_00066
01:01:02:017,spa:01:01:02:019,los egipcios,spa_chk_00192
00:00:00:002,spa:01:01:02:020,.,spa_chk_00005
01:01:03:001,spa:01:01:03:001,Y,spa_chk_00337
01:01:03:002,spa:01:01:03:002,sé,spa_chk_00265
01:01:03:003,spa:01:01:03:003,que,spa_chk_00257
01:01:03:004,spa:01:01:03:004,la historia,spa_chk_00162
01:01:03:005,spa:01:01:03:005,que,spa_chk_00257
01:01:03:006,spa:01:01:03:006,escribo,spa_chk_00115
01:01:03:007,spa:01:01:03:007,es,spa_chk_00113
01:01:03:008,spa:01:01:03:008,verdadera,spa_chk_00330
00:00:00:002,spa:01:01:03:009,;,spa_chk_00007
01:01:03:009,spa:01:01:03:010,y,spa_chk_00337
01:01:03:010,spa:01:01:03:011,la escribo,spa_chk_00159
01:01:03:011,spa:01:01:03:012,de,spa_chk_00066
01:01:03:012,spa:01:01:03:013,mi,spa_chk_00205
01:01:03:013,spa:01:01:03:014,propia,spa_chk_00253
01:01:03:014,spa:01:01:03:015,mano,spa_chk_00199
00:00:00:002,spa:01:01:03:016,",",spa_chk_00004
01:01:03:017,spa:01:01:03:017,con arreglo a,spa_chk_00052
01:01:03:018,spa:01:01:03:018,mis conocimientos,spa_chk_00211
00:00:00:002,spa:01:01:03:019,.,spa_chk_00005
01:01:04:001,spa:01:01:04:001,Pues,spa_chk_00256
01:01:04:002,spa:01:01:04:002,sucedió que,spa_chk_00297
01:01:04:004,spa:01:01:04:003,al comenzar,spa_chk_00024
01:01:04:006,spa:01:01:04:004,el,spa_chk_00090
01:01:04:007,spa:01:01:04:005,primer,spa_chk_00247
01:01:04:008,spa:01:01:04:006,año,spa_chk_00032
01:01:04:010,spa:01:01:04:007,del reinado,spa_chk_00077
01:01:04:011,spa:01:01:04:008,de,spa_chk_00066
01:01:04:012,spa:01:01:04:009,Sedequías,spa_chk_00276
00:00:00:002,spa:01:01:04:010,",",spa_chk_00004
01:01:04:013,spa:01:01:04:011,rey,spa_chk_00263
01:01:04:014,spa:01:01:04:012,de,spa_chk_00066
01:01:04:015,spa:01:01:04:013,Judá,spa_chk_00153
00:00:00:002,spa:01:01:04:014,",",spa_chk_00004
00:00:00:002,spa:01:01:04:015,(,spa_chk_00002
01:01:04:016,spa:01:01:04:016,mi padre,spa_chk_00206
01:01:04:017,spa:01:01:04:017,Lehi,spa_chk_00176
01:01:04:018,spa:01:01:04:018,había morado,spa_chk_00132
01:01:04:019,spa:01:01:04:019,en,spa_chk_00106
01:01:04:020,spa:01:01:04:020,Jerusalén,spa_chk_00152
01:01:04:022,spa:01:01:04:021,toda,spa_chk_00312
01:01:04:023,spa:01:01:04:022,su vida,spa_chk_00295
00:00:00:002,spa:01:01:04:023,),spa_chk_00003
00:00:00:002,spa:01:01:04:024,",",spa_chk_00004
01:01:04:026,spa:01:01:04:025,ese,spa_chk_00116
01:01:04:027,spa:01:01:04:026,mismo,spa_chk_00216
01:01:04:028,spa:01:01:04:027,año,spa_chk_00032
01:01:04:029,spa:01:01:04:028,llegaron,spa_chk_00182
01:01:04:030,spa:01:01:04:029,muchos,spa_chk_00219
01:01:04:031,spa:01:01:04:030,profetas,spa_chk_00249
01:01:04:032,spa:01:01:04:031,profetizando,spa_chk_00250
01:01:04:034,spa:01:01:04:032,al pueblo,spa_chk_00025
01:01:04:035,spa:01:01:04:033,que,spa_chk_00257
01:01:04:036,spa:01:01:04:034,se arrepintiera,spa_chk_00266
00:00:00:002,spa:01:01:04:035,",",spa_chk_00004
01:01:04:037,spa:01:01:04:036,o,spa_chk_00226
01:01:04:038,spa:01:01:04:037,la,spa_chk_00154
01:01:04:039,spa:01:01:04:038,gran,spa_chk_00127
01:01:04:040,spa:01:01:04:039,ciudad,spa_chk_00047
00:00:00:002,spa:01:01:04:040,de,spa_chk_00066
01:01:04:041,spa:01:01:04:041,Jerusalén,spa_chk_00152
01:01:04:042,spa:01:01:04:042,sería,spa_chk_00279
01:01:04:043,spa:01:01:04:043,destruida,spa_chk_00083
00:00:00:002,spa:01:01:04:044,.,spa_chk_00005
01:01:05:002,spa:01:01:05:001,Aconteció,spa_chk_00019
00:00:00:002,spa:01:01:05:002,",",spa_chk_00004
01:01:05:001,spa:01:01:05:003,por tanto,spa_chk_00245
00:00:00:002,spa:01:01:05:004,",",spa_chk_00004
01:01:05:003,spa:01:01:05:005,que,spa_chk_00257
01:01:05:004,spa:01:01:05:006,mi padre,spa_chk_00206
01:01:05:005,spa:01:01:05:007,Lehi,spa_chk_00176
01:01:05:006,spa:01:01:05:008,mientras,spa_chk_00209
01:01:05:007,spa:01:01:05:009,iba por su camino,spa_chk_00150
00:00:00:002,spa:01:01:05:010,",",spa_chk_00004
01:01:05:008,spa:01:01:05:011,oró,spa_chk_00230
01:01:05:009,spa:01:01:05:012,al,spa_chk_00023
01:01:05:010,spa:01:01:05:013,Señor,spa_chk_00277
00:00:00:002,spa:01:01:05:014,",",spa_chk_00004
01:01:05:011,spa:01:01:05:015,sí,spa_chk_00281
00:00:00:002,spa:01:01:05:016,",",spa_chk_00004
01:01:05:013,spa:01:01:05:017,con,spa_chk_00051
01:01:05:014,spa:01:01:05:018,todo,spa_chk_00313
01:01:05:015,spa:01:01:05:019,su corazón,spa_chk_00288
00:00:00:002,spa:01:01:05:020,",",spa_chk_00004
01:01:05:016,spa:01:01:05:021,a,spa_chk_00009
01:01:05:017,spa:01:01:05:022,favor,spa_chk_00123
01:01:05:018,spa:01:01:05:023,de,spa_chk_00066
01:01:05:019,spa:01:01:05:024,su pueblo,spa_chk_00292
00:00:00:002,spa:01:01:05:025,.,spa_chk_00005
01:01:06:001,spa:01:01:06:001,Y,spa_chk_00337
01:01:06:002,spa:01:01:06:002,ocurrió que,spa_chk_00227
01:01:06:003,spa:01:01:06:003,mientras,spa_chk_00209
01:01:06:004,spa:01:01:06:004,estaba orando,spa_chk_00118
01:01:06:005,spa:01:01:06:005,al,spa_chk_00023
01:01:06:006,spa:01:01:06:006,Señor,spa_chk_00277
00:00:00:002,spa:01:01:06:007,",",spa_chk_00004
01:01:06:007,spa:01:01:06:008,apareció,spa_chk_00034
01:01:06:015,spa:01:01:06:009,ante,spa_chk_00033
01:01:06:016,spa:01:01:06:010,él,spa_chk_00091
00:00:00:002,spa:01:01:06:011,",",spa_chk_00004
01:01:06:013,spa:01:01:06:012,sobre,spa_chk_00284
01:01:06:014,spa:01:01:06:013,una roca,spa_chk_00327
00:00:00:002,spa:01:01:06:014,",",spa_chk_00004
01:01:06:008,spa:01:01:06:015,un pilar,spa_chk_00325
01:01:06:009,spa:01:01:06:016,de,spa_chk_00066
01:01:06:010,spa:01:01:06:017,fuego,spa_chk_00126
00:00:00:002,spa:01:01:06:018,;,spa_chk_00007
01:01:06:017,spa:01:01:06:019,y,spa_chk_00337
00:00:00:002,spa:01:01:06:020,fue,spa_chk_00125
01:01:06:021,spa:01:01:06:021,mucho,spa_chk_00218
00:00:00:002,spa:01:01:06:022,lo que,spa_chk_00188
01:01:06:018,spa:01:01:06:023,vio,spa_chk_00333
01:01:06:019,spa:01:01:06:024,y,spa_chk_00337
01:01:06:020,spa:01:01:06:025,oyó,spa_chk_00234
00:00:00:002,spa:01:01:06:026,;,spa_chk_00007
01:01:06:022,spa:01:01:06:027,y,spa_chk_00337
01:01:06:030,spa:01:01:06:028,se estremeció,spa_chk_00271
01:01:06:031,spa:01:01:06:029,y,spa_chk_00337
01:01:06:032,spa:01:01:06:030,tembló,spa_chk_00307
01:01:06:033,spa:01:01:06:031,extremadamente,spa_chk_00122
01:01:06:023,spa:01:01:06:032,por,spa_chk_00242
01:01:06:025,spa:01:01:06:033,las cosas,spa_chk_00170
01:01:06:026,spa:01:01:06:034,que,spa_chk_00257
01:01:06:027,spa:01:01:06:035,vio,spa_chk_00333
01:01:06:028,spa:01:01:06:036,y,spa_chk_00337
01:01:06:029,spa:01:01:06:037,oyó,spa_chk_00234
00:00:00:002,spa:01:01:06:038,.,spa_chk_00005
01:01:07:001,spa:01:01:07:001,Y,spa_chk_00337
01:01:07:002,spa:01:01:07:002,sucedió,spa_chk_00296
01:01:07:003,spa:01:01:07:003,que,spa_chk_00257
01:01:07:004,spa:01:01:07:004,volvió,spa_chk_00336
01:01:07:005,spa:01:01:07:005,a,spa_chk_00009
01:01:07:006,spa:01:01:07:006,su,spa_chk_00286
01:01:07:008,spa:01:01:07:007,casa,spa_chk_00045
01:01:07:009,spa:01:01:07:008,en,spa_chk_00106
01:01:07:010,spa:01:01:07:009,Jerusalén,spa_chk_00152
00:00:00:002,spa:01:01:07:010,",",spa_chk_00004
01:01:07:011,spa:01:01:07:011,y,spa_chk_00337
01:01:07:013,spa:01:01:07:012,se echó,spa_chk_00269
01:01:07:014,spa:01:01:07:013,sobre,spa_chk_00284
01:01:07:015,spa:01:01:07:014,su lecho,spa_chk_00291
00:00:00:002,spa:01:01:07:015,",",spa_chk_00004
01:01:07:017,spa:01:01:07:016,dominado,spa_chk_00087
01:01:07:018,spa:01:01:07:017,por,spa_chk_00242
01:01:07:019,spa:01:01:07:018,el Espíritu,spa_chk_00094
01:01:07:020,spa:01:01:07:019,y,spa_chk_00337
10:00:00:002,spa:01:01:07:020,por,spa_chk_00242
01:01:07:021,spa:01:01:07:021,las cosas,spa_chk_00170
01:01:07:022,spa:01:01:07:022,que,spa_chk_00257
01:01:07:023,spa:01:01:07:023,había visto,spa_chk_00133
00:00:00:002,spa:01:01:07:024,.,spa_chk_00005
01:01:08:001,spa:01:01:08:001,Y,spa_chk_00337
01:01:08:004,spa:01:01:08:002,dominado,spa_chk_00087
01:01:08:003,spa:01:01:08:003,de esta manera,spa_chk_00067
01:01:08:005,spa:01:01:08:004,por,spa_chk_00242
01:01:08:006,spa:01:01:08:005,el Espiritu,spa_chk_00093
00:00:00:002,spa:01:01:08:006,",",spa_chk_00004
01:01:08:007,spa:01:01:08:007,fue,spa_chk_00125
01:01:08:008,spa:01:01:08:008,arrebatado,spa_chk_00037
01:01:08:009,spa:01:01:08:009,en,spa_chk_00106
01:01:08:010,spa:01:01:08:010,una visión,spa_chk_00328
00:00:00:002,spa:01:01:08:011,",",spa_chk_00004
01:01:08:011,spa:01:01:08:012,en la,spa_chk_00108
01:01:08:012,spa:01:01:08:013,que,spa_chk_00257
01:01:08:013,spa:01:01:08:014,vio,spa_chk_00333
01:01:08:014,spa:01:01:08:015,abrirse,spa_chk_00017
01:01:08:015,spa:01:01:08:016,los cielos,spa_chk_00191
00:00:00:002,spa:01:01:08:017,",",spa_chk_00004
01:01:08:016,spa:01:01:08:018,y,spa_chk_00337
01:01:08:017,spa:01:01:08:019,creyó,spa_chk_00061
01:01:08:018,spa:01:01:08:020,ver,spa_chk_00329
01:01:08:019,spa:01:01:08:021,a Dios,spa_chk_00011
01:01:08:020,spa:01:01:08:022,sentado,spa_chk_00278
01:01:08:021,spa:01:01:08:023,en,spa_chk_00106
01:01:08:022,spa:01:01:08:024,su trono,spa_chk_00294
00:00:00:002,spa:01:01:08:025,",",spa_chk_00004
01:01:08:023,spa:01:01:08:026,rodeado,spa_chk_00264
01:01:08:024,spa:01:01:08:027,de,spa_chk_00066
01:01:08:025,spa:01:01:08:028,innumerables,spa_chk_00151
01:01:08:026,spa:01:01:08:029,concursos,spa_chk_00056
01:01:08:027,spa:01:01:08:030,de,spa_chk_00066
01:01:08:028,spa:01:01:08:031,angeles,spa_chk_00031
00:00:00:002,spa:01:01:08:032,",",spa_chk_00004
01:01:08:029,spa:01:01:08:033,en,spa_chk_00106
01:01:08:030,spa:01:01:08:034,actitud,spa_chk_00020
01:01:08:031,spa:01:01:08:035,de,spa_chk_00066
01:01:08:032,spa:01:01:08:036,estar cantando,spa_chk_00119
01:01:08:033,spa:01:01:08:037,y,spa_chk_00337
01:01:08:034,spa:01:01:08:038,alabando,spa_chk_00027
01:01:08:035,spa:01:01:08:039,a su Dios,spa_chk_00014
00:00:00:002,spa:01:01:08:040,.,spa_chk_00005
01:01:09:001,spa:01:01:09:001,Y,spa_chk_00337
01:01:09:002,spa:01:01:09:002,sucedió,spa_chk_00296
01:01:09:003,spa:01:01:09:003,que,spa_chk_00257
01:01:09:004,spa:01:01:09:004,vio,spa_chk_00333
01:01:09:005,spa:01:01:09:005,a Uno,spa_chk_00015
01:01:09:006,spa:01:01:09:006,que descendía,spa_chk_00258
01:01:09:011,spa:01:01:09:007,del cielo,spa_chk_00073
00:00:00:002,spa:01:01:09:008,",",spa_chk_00004
01:01:09:012,spa:01:01:09:009,y,spa_chk_00337
01:01:09:013,spa:01:01:09:010,vio,spa_chk_00333
01:01:09:014,spa:01:01:09:011,que,spa_chk_00257
01:01:09:015,spa:01:01:09:012,su resplandor,spa_chk_00293
01:01:09:016,spa:01:01:09:013,era,spa_chk_00111
01:01:09:017,spa:01:01:09:014,mayor que,spa_chk_00203
01:01:09:018,spa:01:01:09:015,el,spa_chk_00090
01:01:09:020,spa:01:01:09:016,del sol,spa_chk_00079
01:01:09:021,spa:01:01:09:017,al,spa_chk_00023
01:01:09:022,spa:01:01:09:018,mediodía,spa_chk_00204
00:00:00:002,spa:01:01:09:019,.,spa_chk_00005
01:01:10:001,spa:01:01:10:001,Y,spa_chk_00337
01:01:10:004,spa:01:01:10:002,vio,spa_chk_00333
01:01:10:003,spa:01:01:10:003,también,spa_chk_00305
01:01:10:007,spa:01:01:10:004,que lo seguián,spa_chk_00259
01:01:10:006,spa:01:01:10:005,otros,spa_chk_00232
01:01:10:005,spa:01:01:10:006,doce,spa_chk_00086
00:00:00:002,spa:01:01:10:007,",",spa_chk_00004
01:01:10:009,spa:01:01:10:008,cuyo brillo,spa_chk_00065
01:01:10:010,spa:01:01:10:009,excedía,spa_chk_00121
01:01:10:011,spa:01:01:10:010,al,spa_chk_00023
01:01:10:012,spa:01:01:10:011,de,spa_chk_00066
01:01:10:013,spa:01:01:10:012,las estrellas,spa_chk_00171
01:01:10:015,spa:01:01:10:013,del firmamento,spa_chk_00075
00:00:00:002,spa:01:01:10:014,.,spa_chk_00005
01:01:11:001,spa:01:01:11:001,Y,spa_chk_00337
01:01:11:002,spa:01:01:11:002,descendieron,spa_chk_00081
01:01:11:003,spa:01:01:11:003,y,spa_chk_00337
01:01:11:004,spa:01:01:11:004,avanzaron,spa_chk_00040
01:01:11:005,spa:01:01:11:005,por,spa_chk_00242
01:01:11:006,spa:01:01:11:006,la faz,spa_chk_00161
01:01:11:007,spa:01:01:11:007,de,spa_chk_00066
01:01:11:008,spa:01:01:11:008,la tierra,spa_chk_00165
00:00:00:002,spa:01:01:11:009,;,spa_chk_00007
01:01:11:009,spa:01:01:11:010,y,spa_chk_00337
01:01:11:010,spa:01:01:11:011,el primero,spa_chk_00101
01:01:11:011,spa:01:01:11:012,llegó,spa_chk_00183
10:00:00:002,spa:01:01:11:013,hasta,spa_chk_00141
01:01:11:014,spa:01:01:11:014,donde,spa_chk_00088
10:00:00:002,spa:01:01:11:015,estaba,spa_chk_00117
01:01:11:015,spa:01:01:11:016,mi padre,spa_chk_00206
00:00:00:002,spa:01:01:11:017,",",spa_chk_00004
01:01:11:016,spa:01:01:11:018,y,spa_chk_00337
01:01:11:017,spa:01:01:11:019,le dio,spa_chk_00173
01:01:11:018,spa:01:01:11:020,un libro,spa_chk_00323
01:01:11:019,spa:01:01:11:021,y,spa_chk_00337
01:01:11:020,spa:01:01:11:022,le mandó,spa_chk_00175
01:01:11:021,spa:01:01:11:023,que,spa_chk_00257
01:01:11:022,spa:01:01:11:024,lo leyera,spa_chk_00187
00:00:00:002,spa:01:01:11:025,.,spa_chk_00005
01:01:12:001,spa:01:01:12:001,Y,spa_chk_00337
01:01:12:002,spa:01:01:12:002,sucedió,spa_chk_00296
01:01:12:003,spa:01:01:12:003,que,spa_chk_00257
01:01:12:004,spa:01:01:12:004,mientras,spa_chk_00209
01:01:12:005,spa:01:01:12:005,leía,spa_chk_00177
00:00:00:002,spa:01:01:12:006,",",spa_chk_00004
01:01:12:006,spa:01:01:12:007,fue,spa_chk_00125
01:01:12:007,spa:01:01:12:008,lleno,spa_chk_00184
01:01:12:009,spa:01:01:12:009,del Espíritu,spa_chk_00074
01:01:12:011,spa:01:01:12:010,del Señor,spa_chk_00078
00:00:00:002,spa:01:01:12:011,.,spa_chk_00005
01:01:13:001,spa:01:01:13:001,Y,spa_chk_00337
01:01:13:002,spa:01:01:13:002,leyó,spa_chk_00180
00:00:00:002,spa:01:01:13:003,",",spa_chk_00004
01:01:13:003,spa:01:01:13:004,diciendo,spa_chk_00084
00:00:00:002,spa:01:01:13:005,:,spa_chk_00006
00:00:00:002,spa:01:01:13:006,¡,spa_chk_00008
01:01:13:004,spa:01:01:13:007,Ay,spa_chk_00041
00:00:00:002,spa:01:01:13:008,",",spa_chk_00004
01:01:13:005,spa:01:01:13:009,ay,spa_chk_00041
01:01:13:006,spa:01:01:13:010,de ti,spa_chk_00070
00:00:00:002,spa:01:01:13:011,",",spa_chk_00004
01:01:13:007,spa:01:01:13:012,Jerusalén,spa_chk_00152
00:00:00:002,spa:01:01:13:013,",",spa_chk_00004
01:01:13:008,spa:01:01:13:014,porque,spa_chk_00246
01:01:13:009,spa:01:01:13:015,he visto,spa_chk_00146
01:01:13:010,spa:01:01:13:016,tus abominaciones,spa_chk_00319
00:00:00:002,spa:01:01:13:017,!,spa_chk_00001
01:01:13:011,spa:01:01:13:018,Sí,spa_chk_00281
00:00:00:002,spa:01:01:13:019,",",spa_chk_00004
01:01:13:016,spa:01:01:13:020,mi padre,spa_chk_00206
01:01:13:017,spa:01:01:13:021,leyó,spa_chk_00180
01:01:13:013,spa:01:01:13:022,muchas,spa_chk_00217
01:01:13:014,spa:01:01:13:023,cosas,spa_chk_00060
01:01:13:018,spa:01:01:13:024,concernientes a,spa_chk_00055
01:01:13:019,spa:01:01:13:025,Jerusalén,spa_chk_00152
00:00:00:002,spa:01:01:13:026,:,spa_chk_00006
01:01:13:020,spa:01:01:13:027,que,spa_chk_00257
01:01:13:021,spa:01:01:13:028,sería,spa_chk_00279
01:01:13:022,spa:01:01:13:029,destruida,spa_chk_00083
00:00:00:002,spa:01:01:13:030,",",spa_chk_00004
01:01:13:023,spa:01:01:13:031,así como,spa_chk_00039
01:01:13:024,spa:01:01:13:032,sus habitantes,spa_chk_00300
00:00:00:002,spa:01:01:13:033,;,spa_chk_00007
10:00:00:002,spa:01:01:13:034,que,spa_chk_00257
01:01:13:026,spa:01:01:13:035,muchos,spa_chk_00219
01:01:13:027,spa:01:01:13:036,perecerían,spa_chk_00238
01:01:13:028,spa:01:01:13:037,por,spa_chk_00242
01:01:13:029,spa:01:01:13:038,la espada,spa_chk_00160
01:01:13:030,spa:01:01:13:039,y,spa_chk_00337
01:01:13:031,spa:01:01:13:040,muchos,spa_chk_00219
01:01:13:032,spa:01:01:13:041,serían,spa_chk_00280
01:01:13:033,spa:01:01:13:042,llevdaos,spa_chk_00185
01:01:13:034,spa:01:01:13:043,cautivos,spa_chk_00046
01:01:13:035,spa:01:01:13:044,a,spa_chk_00009
01:01:13:036,spa:01:01:13:045,Babilonia,spa_chk_00042
00:00:00:002,spa:01:01:13:046,.,spa_chk_00005
01:01:14:001,spa:01:01:14:001,Y,spa_chk_00337
01:01:14:002,spa:01:01:14:002,acaeció,spa_chk_00018
01:01:14:003,spa:01:01:14:003,que,spa_chk_00257
01:01:14:004,spa:01:01:14:004,cuando,spa_chk_00063
01:01:14:005,spa:01:01:14:005,mi padre,spa_chk_00206
01:01:14:006,spa:01:01:14:006,hubo leído,spa_chk_00148
01:01:14:007,spa:01:01:14:007,y,spa_chk_00337
01:01:14:008,spa:01:01:14:008,visto,spa_chk_00335
01:01:14:009,spa:01:01:14:009,muchas,spa_chk_00217
01:01:14:013,spa:01:01:14:010,cosas,spa_chk_00060
01:01:14:010,spa:01:01:14:011,grandes,spa_chk_00129
01:01:14:011,spa:01:01:14:012,y,spa_chk_00337
01:01:14:012,spa:01:01:14:013,maravillosas,spa_chk_00201
00:00:00:002,spa:01:01:14:014,",",spa_chk_00004
01:01:14:014,spa:01:01:14:015,prorrumpió,spa_chk_00255
10:00:00:002,spa:01:01:14:016,en exclamaciones,spa_chk_00107
01:01:14:018,spa:01:01:14:017,al Señor,spa_chk_00026
00:00:00:002,spa:01:01:14:018,",",spa_chk_00004
01:01:14:019,spa:01:01:14:019,tales,spa_chk_00304
01:01:14:020,spa:01:01:14:020,como,spa_chk_00049
00:00:00:002,spa:01:01:14:021,:,spa_chk_00006
00:00:00:002,spa:01:01:14:022,¡,spa_chk_00008
01:01:14:021,spa:01:01:14:023,Cuán grandes,spa_chk_00062
01:01:14:022,spa:01:01:14:024,y,spa_chk_00337
01:01:14:023,spa:01:01:14:025,maravillosas,spa_chk_00201
01:01:14:024,spa:01:01:14:026,son,spa_chk_00285
01:01:14:025,spa:01:01:14:027,tus obras,spa_chk_00320
00:00:00:002,spa:01:01:14:028,",",spa_chk_00004
01:01:14:026,spa:01:01:14:029,oh,spa_chk_00228
01:01:14:027,spa:01:01:14:030,Señor,spa_chk_00277
01:01:14:028,spa:01:01:14:031,Dios,spa_chk_00085
01:01:14:029,spa:01:01:14:032,Todopoderoso,spa_chk_00314
00:00:00:002,spa:01:01:14:033,!,spa_chk_00001
00:00:00:002,spa:01:01:14:034,¡,spa_chk_00008
01:01:14:030,spa:01:01:14:035,Tu trono,spa_chk_00318
01:01:14:031,spa:01:01:14:036,se eleva,spa_chk_00270
01:01:14:032,spa:01:01:14:037,en,spa_chk_00106
01:01:14:033,spa:01:01:14:038,las alturas,spa_chk_00169
01:01:14:034,spa:01:01:14:039,de los cielos,spa_chk_00068
00:00:00:002,spa:01:01:14:040,",",spa_chk_00004
01:01:14:035,spa:01:01:14:041,y,spa_chk_00337
01:01:14:036,spa:01:01:14:042,tu poder,spa_chk_00317
00:00:00:002,spa:01:01:14:043,",",spa_chk_00004
01:01:14:037,spa:01:01:14:044,y,spa_chk_00337
00:00:00:002,spa:01:01:14:045,tu,spa_chk_00316
01:01:14:038,spa:01:01:14:046,bondad,spa_chk_00043
01:01:14:039,spa:01:01:14:047,y,spa_chk_00337
01:01:14:040,spa:01:01:14:048,misericordia,spa_chk_00213
01:01:14:041,spa:01:01:14:049,se extienden,spa_chk_00273
01:01:14:042,spa:01:01:14:050,sobre,spa_chk_00284
01:01:14:043,spa:01:01:14:051,todos,spa_chk_00315
01:01:14:044,spa:01:01:14:052,los habitantes,spa_chk_00193
01:01:14:045,spa:01:01:14:053,de,spa_chk_00066
01:01:14:046,spa:01:01:14:054,la tierra,spa_chk_00165
